pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19
4742,1549,2008,116750,1623700,144592,2103,275,3660,1666,531,166,06,075,047701,113,2082,184,1091,840,1168,2448,69128,2008,139,58,18,23,21,69,28,8,82,121,114,180,184,148,138,677,223,19,0,0,0,13,52,0,139,125,0,8,0,8,45,36,0,28,63,9,0,0,0,0,0,25,29,7,0,0,0,0,0,7,0,0,06075047701,1159500,62120,1723,159,221,78,0,0,27,40,9,37,06,075,047701,30,102,14,51,0,0,8,8,0,21,108,31,0,0,36,0,0,41,0,34,10,7,0,0,0,0,9,8,43030
3441,1373,1592,119957,1638300,179353,2446,271,2843,1064,533,68,06,075,047702,53,1709,108,1084,617,975,2377,71602,1592,65,41,26,20,0,56,44,10,25,46,81,240,179,115,207,437,104,37,1,0,0,0,0,8,58,108,8,0,0,0,0,93,0,7,25,0,0,15,0,0,0,0,10,22,11,0,11,0,0,0,0,0,06075047702,1238900,110317,1721,267,45,0,0,10,8,0,14,0,06,075,047702,13,1,1,0,0,0,0,0,0,0,45,0,9,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,51411
4227,1824,1703,171120,1882500,214474,2563,571,3455,1533,671,225,06,075,047801,87,1810,178,1021,920,783,2823,77112,1703,21,0,8,34,39,47,18,9,34,123,56,183,103,61,178,789,227,0,20,28,0,0,21,7,151,101,0,0,0,0,0,10,5,86,26,0,0,0,0,0,10,16,0,34,0,0,10,0,0,0,0,24,06075047801,1243700,171253,2018,269,183,44,0,24,0,0,43,0,06,075,047801,72,24,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,51752
3897,1655,1465,133625,1501400,299598,2402,422,2857,1145,338,128,06,075,047802,76,1570,257,622,633,832,2312,61324,1465,64,51,7,16,21,25,38,29,19,0,113,173,119,143,131,516,61,0,0,0,0,14,0,9,38,78,0,0,0,0,11,29,0,38,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06075047802,1469300,203096,1901,131,108,22,0,11,6,15,0,9,06,075,047802,45,191,44,12,26,37,38,27,7,0,18,0,9,0,0,0,0,0,9,16,16,0,0,0,0,0,0,0,48362
3327,1347,1517,126058,1498200,195829,2203,416,2835,924,554,201,06,075,047902,51,1710,197,937,790,727,2346,70882,1517,85,0,56,41,6,8,22,0,77,73,52,226,96,70,270,435,76,8,0,9,0,10,0,21,28,126,0,0,0,0,10,12,11,93,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,06075047902,1228700,114875,2142,147,209,22,24,20,9,8,22,24,06,075,047902,80,126,0,0,0,41,76,0,0,9,39,9,0,0,11,0,8,0,11,19,19,0,0,0,0,0,0,0,52992
3808,2081,1338,236190,-666666666,-222222222,3501,-333333333,2567,1262,725,134,06,075,060100,68,1427,81,585,0,1338,4001,80212,1338,0,11,14,22,0,0,0,16,0,19,152,9,105,86,129,775,520,10,5,7,0,28,83,35,352,84,0,0,0,7,39,11,9,18,48,0,0,0,8,0,24,0,16,0,0,0,0,0,0,0,0,0,06075060100,2000001,-333333333,3364,174,224,28,17,8,18,9,12,0,06,075,060100,132,177,0,0,16,25,9,61,14,52,156,37,34,8,43,25,0,0,9,52,7,0,0,19,0,14,0,12,62701
1818,678,1026,100583,1126300,110209,2304,133,1434,556,208,78,06,075,060400,134,1122,39,0,284,742,2356,60141,1026,53,0,42,54,12,65,10,7,50,60,57,96,186,61,93,180,95,0,0,46,6,17,0,0,26,129,12,0,11,44,0,23,0,39,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,06075060400,880000,99809,1765,86,78,0,0,5,26,32,0,0,06,075,060400,15,83,11,3,0,0,37,0,0,32,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50223
3087,158,925,42548,1081300,88450,646,204,1973,267,17,18,06,075,060502,0,970,402,141,259,666,798,25638,925,161,65,32,52,23,102,27,26,31,36,13,114,55,31,51,106,208,44,25,25,30,23,27,0,34,36,0,6,0,0,11,10,0,9,16,0,0,0,0,0,0,0,16,17,17,0,0,0,0,0,0,0,06075060502,732500,83676,395,153,196,69,17,51,21,21,5,12,06,075,060502,0,13,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,17207
4558,527,1625,125327,988000,76266,2425,550,3592,781,312,20,06,075,061000,188,1775,236,384,1171,454,2799,55269,1625,67,9,18,25,17,11,0,8,118,165,131,151,87,104,206,508,5,5,0,0,0,0,0,0,0,110,0,15,0,0,10,33,0,52,47,5,0,0,0,4,0,4,34,7,0,7,0,0,0,0,0,0,06075061000,832500,50095,2895,900,95,0,2,3,0,8,12,0,06,075,061000,70,71,0,0,0,0,32,0,0,39,81,0,0,0,9,0,27,0,45,68,0,33,10,0,0,0,25,0,41471
4163,352,1153,117132,1049800,96433,1770,335,3306,474,252,70,06,075,061200,29,1283,132,740,526,627,2132,45824,1153,48,53,37,31,0,8,34,10,22,29,102,155,95,87,147,295,92,28,35,0,17,0,0,12,0,37,18,0,0,0,0,0,0,19,104,0,33,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,06075061200,759300,84832,1255,447,51,9,0,0,9,10,0,0,06,075,061200,23,37,1,0,36,0,0,0,0,0,24,0,24,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,27255
179,32,0,-666666666,-666666666,-222222222,-666666666,-222222222,179,30,17,0,06,075,980200,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06075980200,857100,360193,2342,138,29,5,0,20,0,4,0,0,06,075,980200,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,0,-666666666
49,37,40,104333,-666666666,-222222222,2233,617,49,29,11,0,06,075,980300,0,40,0,24,0,40,2233,103083,40,0,0,0,0,0,0,0,9,0,0,0,0,19,5,4,3,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,9,0,0,0,0,4,5,0,0,06075980300,-666666666,-222222222,2225,1121,0,0,0,0,0,0,0,0,06,075,980300,0,9,0,0,0,4,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84417
0,0,0,-666666666,-666666666,-222222222,-666666666,-222222222,0,0,0,0,06,075,980401,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06075980401,-666666666,-222222222,-666666666,-222222222,0,0,0,0,0,0,0,0,06,075,980401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666
155,0,123,13569,-666666666,-222222222,323,15,151,0,0,0,06,075,980501,0,123,0,4,0,123,323,13078,123,5,100,5,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06075980501,708300,513073,280,23,6,0,0,0,6,0,0,0,06,075,980501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11773
1290,242,573,142321,819400,108943,2354,619,904,271,127,20,06,075,980600,23,629,0,0,351,222,3329,68456,573,18,18,0,33,0,5,6,14,6,33,49,6,61,56,89,179,47,18,7,0,0,0,0,0,22,113,35,12,0,0,17,9,7,33,39,0,0,0,0,0,0,5,34,7,0,0,0,0,0,7,0,0,06075980600,745100,135451,881,240,98,10,33,19,18,0,0,0,06,075,980600,18,10,0,0,0,0,0,5,0,5,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,40833
322,32,180,53800,-666666666,-222222222,1840,1721,265,112,13,13,06,075,980900,18,198,0,16,24,156,2654,53900,180,29,33,0,3,4,8,0,0,0,30,0,21,0,0,31,21,41,0,0,0,0,0,5,0,36,18,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06075980900,-666666666,-222222222,2727,1249,5,0,0,0,0,0,0,5,06,075,980900,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47292
0,0,0,-666666666,-666666666,-222222222,-666666666,-222222222,0,0,0,0,06,075,990100,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06075990100,-666666666,-222222222,-666666666,-222222222,0,0,0,0,0,0,0,0,06,075,990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666
5070,1996,2031,152802,1142100,76924,2656,272,3670,1001,574,152,06,081,600100,198,2265,239,390,1262,769,2746,67440,2031,139,0,18,23,15,20,47,109,68,39,122,151,104,102,266,808,109,0,0,20,15,0,1,0,73,163,0,50,21,0,36,21,0,35,113,0,0,0,0,0,45,0,68,0,0,0,0,0,0,0,0,0,06081600100,867900,48758,1984,927,46,0,0,0,0,0,0,22,06,081,600100,24,81,18,0,2,19,0,0,0,42,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,60274
4155,68,1094,122917,1076100,45592,1548,251,3073,580,136,32,06,081,600200,23,1258,292,198,780,314,1913,49659,1094,48,18,21,8,16,9,30,32,13,76,45,115,131,112,136,284,16,0,0,0,0,8,0,0,8,28,10,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,18,9,0,9,0,0,0,0,0,06081600200,680400,42810,1975,298,114,0,0,0,77,10,8,0,06,081,600200,19,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,9,0,9,0,0,0,0,0,27434
4070,857,1396,128500,1136100,87036,3501,-333333333,3145,859,325,55,06,081,600300,80,1480,0,15,1013,383,3146,52925,1396,225,0,16,11,14,0,66,44,14,29,0,177,83,78,216,423,72,0,15,29,12,0,0,0,16,124,36,15,16,28,14,9,0,6,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,06081600300,815700,45124,2653,599,89,0,16,38,15,0,0,0,06,081,600300,20,49,0,0,24,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45317
3391,367,1143,158949,946900,71060,2957,432,2633,898,256,89,06,081,600401,10,1202,67,25,827,316,2817,53422,1143,66,0,17,8,0,0,3,21,48,28,49,93,61,145,323,281,65,0,18,0,0,0,0,0,47,86,0,0,0,0,18,0,0,68,271,0,0,147,124,0,0,0,0,0,0,0,0,0,0,0,0,0,06081600401,642300,45177,2240,381,21,0,8,0,0,0,0,0,06,081,600401,13,71,6,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34595
4615,351,1158,142250,937600,40665,2767,629,3558,805,61,25,06,081,600402,11,1328,175,732,963,195,2655,37763,1158,0,27,40,75,52,40,32,13,0,6,56,66,89,85,331,246,14,9,0,0,0,0,0,0,5,272,55,7,1,0,84,112,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081600402,749100,53373,2068,328,165,26,40,25,0,12,48,0,06,081,600402,14,165,17,21,4,10,57,0,0,56,9,0,0,0,9,0,0,0,0,6,0,0,0,6,0,0,0,0,31255
4863,154,1449,105088,987500,95338,2195,197,3860,968,170,13,06,081,600600,31,1710,357,330,543,906,2202,47500,1449,70,34,27,0,18,0,71,73,22,95,144,129,303,93,88,282,123,7,0,0,15,44,35,22,0,61,0,0,0,0,40,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081600600,753300,71023,2079,198,154,47,46,10,39,0,0,12,06,081,600600,0,59,10,14,7,22,0,0,0,6,0,0,0,0,0,0,0,0,0,69,20,11,0,31,7,0,0,0,32001
7861,1638,2470,91500,1119200,49766,2742,136,4916,1382,363,7,06,081,600800,38,3047,67,77,360,2110,2734,41208,2470,122,81,0,31,0,163,136,38,58,39,307,434,294,467,117,183,724,20,9,139,18,202,88,0,248,588,26,42,19,170,175,16,71,69,194,0,0,0,0,194,0,0,0,196,86,0,21,89,0,0,0,0,06081600800,871000,82317,2280,56,370,22,50,54,85,39,37,83,06,081,600800,0,772,181,34,208,58,158,14,0,119,219,27,0,0,0,75,18,13,86,44,0,0,0,0,0,0,0,44,32497
3994,1427,1384,147258,1269100,80966,3501,-333333333,2766,880,385,137,06,081,600900,40,1511,281,12,1087,297,3003,53298,1384,56,16,60,7,14,29,7,20,26,27,127,117,97,126,166,489,11,0,0,0,0,0,0,0,11,52,32,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,06081600900,959100,51924,2764,227,36,0,0,0,0,0,0,0,06,081,600900,36,138,20,40,0,14,9,21,12,22,15,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44509
7415,1238,2274,122917,1155100,27019,2663,544,5276,1492,305,190,06,081,601000,0,2316,0,32,1941,333,3023,49370,2274,66,40,0,34,65,12,14,53,40,65,71,504,198,230,335,547,93,0,0,61,0,0,0,21,11,295,78,11,90,0,73,5,0,38,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,06081601000,807700,37312,2509,804,80,11,0,0,8,8,15,9,06,081,601000,29,267,148,12,7,12,15,36,0,37,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,12,40347
6197,904,1895,155637,1174500,36491,3501,-333333333,4378,1385,316,63,06,081,601100,111,2047,90,51,1570,325,2765,54933,1895,22,25,32,10,0,0,0,23,63,73,93,152,229,203,306,664,94,0,0,12,0,15,0,0,67,66,0,0,0,0,29,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,06081601100,852800,31300,3011,296,92,16,0,32,0,1,11,9,06,081,601100,23,121,44,0,0,0,35,9,0,33,20,8,0,0,12,0,0,0,0,8,0,8,0,0,0,0,0,0,45840
6706,1775,2101,155554,1208600,68233,2770,268,5118,1553,278,51,06,081,601200,135,2186,742,100,982,1119,2784,56832,2101,17,26,9,137,99,12,45,12,51,74,28,243,114,111,458,665,179,21,0,0,0,57,43,0,58,259,16,7,42,1,32,36,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081601200,786000,56245,1942,140,140,22,0,23,7,23,17,0,06,081,601200,48,191,56,29,0,8,75,0,0,23,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34255
7102,667,2171,113801,1172100,54930,2690,334,5658,2091,228,204,06,081,601400,42,2372,69,13,1328,843,2630,47136,2171,33,27,51,60,0,9,0,96,16,212,251,154,338,301,290,333,145,0,0,0,16,46,31,0,52,45,12,0,33,0,0,0,0,0,44,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,06081601400,827000,39679,2658,763,166,0,0,0,0,0,0,0,06,081,601400,166,181,0,0,54,0,39,55,0,33,0,0,0,0,0,0,0,0,0,33,16,0,0,17,0,0,0,0,37894
4917,291,1456,178692,1150800,30187,2357,353,4015,1410,206,32,06,081,601501,8,1523,92,63,1305,151,2624,54205,1456,53,0,0,0,29,63,18,61,52,27,52,168,19,47,289,578,151,0,20,0,27,57,0,18,29,25,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,52,16,10,0,15,0,11,0,0,06081601501,835200,34843,2485,510,95,0,0,9,10,14,23,11,06,081,601501,28,96,0,0,7,8,42,17,0,22,0,0,0,0,0,0,0,0,0,19,8,11,0,0,0,0,0,0,37291
4995,431,1661,97465,1626700,217096,2386,124,3733,1044,137,111,06,081,601502,80,1917,36,68,335,1326,2405,38502,1661,155,48,10,37,42,46,112,38,55,61,100,149,152,136,306,214,382,65,94,28,0,122,8,0,65,274,7,17,44,5,123,25,0,53,39,14,0,0,0,13,0,0,12,66,0,0,66,0,0,0,0,0,06081601502,983700,137894,2137,102,281,67,36,56,35,42,0,14,06,081,601502,31,285,43,46,31,34,24,38,18,51,84,0,21,0,0,22,0,0,41,14,0,0,0,0,0,0,0,14,29641
2742,480,931,104750,324700,68501,1935,161,1955,565,117,23,06,081,601601,7,1039,43,31,610,321,1970,44222,931,31,10,16,9,51,15,3,29,9,36,123,93,135,94,102,175,127,8,12,11,17,34,9,14,22,24,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081601601,264600,31976,2030,262,131,19,0,15,24,24,20,19,06,081,601601,10,106,23,0,4,23,23,17,0,16,3,0,0,0,0,0,0,0,3,55,23,0,7,0,0,0,25,0,33689
6487,443,2077,111181,1142800,29684,3255,152,4884,1602,273,118,06,081,601603,32,2150,9,0,1271,806,2937,45135,2077,125,20,41,16,173,8,40,47,10,62,77,283,234,86,206,649,136,12,27,24,0,26,9,0,38,123,50,0,0,0,37,0,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081601603,838600,37018,2762,134,110,16,0,22,0,40,9,0,06,081,601603,23,570,75,126,75,183,20,31,27,33,58,11,13,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,37194
2431,437,1123,123316,633100,25771,2706,306,2079,836,193,6,06,081,601604,0,1315,0,17,712,411,2519,67289,1123,0,0,10,15,0,9,0,39,0,25,200,120,192,91,273,149,87,0,5,0,0,0,11,32,39,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,06081601604,483800,38871,2186,177,273,23,0,0,27,63,50,28,06,081,601604,82,64,0,9,13,10,21,0,0,11,21,0,0,0,0,0,0,0,21,22,0,0,0,10,0,0,0,12,47117
6016,416,1902,159539,1133400,81180,3188,733,4865,1441,237,68,06,081,601605,29,1930,22,38,1509,393,3118,51250,1902,15,33,100,54,23,81,29,17,46,53,83,101,164,103,360,640,76,18,0,2,29,0,26,0,1,194,56,68,0,0,13,0,0,57,0,0,0,0,0,0,0,0,0,15,0,0,9,6,0,0,0,0,06081601605,845300,32972,2747,310,170,32,1,12,56,46,0,0,06,081,601605,23,96,20,1,1,14,31,0,0,29,0,0,0,0,0,0,0,0,0,38,12,0,26,0,0,0,0,0,38556
4513,1144,1354,179737,1085000,44981,3006,329,3394,564,226,153,06,081,601700,74,1363,44,39,1203,151,2728,64444,1354,0,23,6,0,0,0,4,56,11,8,67,115,89,177,201,597,191,0,0,0,0,31,10,20,130,167,0,18,33,6,19,28,12,51,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,06081601700,857300,27236,2830,171,104,0,25,0,0,20,0,0,06,081,601700,59,50,16,0,0,0,0,0,0,34,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50313
5969,1685,2186,142614,1338900,73087,3324,1300,4444,1313,436,48,06,081,601800,127,2308,419,44,1850,336,3713,60231,2186,101,0,0,32,59,39,39,12,0,67,316,159,105,223,341,693,51,0,0,0,0,0,0,0,51,174,1,0,6,0,67,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081601800,895700,39427,2857,289,238,0,0,23,75,21,23,77,06,081,601800,19,93,13,25,0,0,18,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43183
3988,910,1236,102406,1240400,105935,2703,135,2719,627,218,25,06,081,601901,8,1345,58,51,881,355,2774,49015,1236,68,7,7,48,19,19,55,30,15,104,36,159,129,89,67,384,88,0,0,6,53,0,0,0,29,33,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081601901,914700,46226,1966,212,195,10,32,11,30,13,21,0,06,081,601901,78,30,14,0,1,5,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,35368
5467,1362,2141,148224,904200,87650,3113,180,4194,1640,367,145,06,081,601902,163,2229,96,55,864,1277,3012,71213,2141,56,46,13,15,20,51,36,38,98,0,20,223,297,220,341,667,471,106,8,53,0,109,18,12,165,181,0,0,36,0,16,0,0,129,310,12,0,24,24,0,137,0,113,22,0,0,0,0,0,0,22,0,06081601902,633400,56239,2307,304,226,0,13,0,0,13,23,0,06,081,601902,177,261,11,0,0,0,17,0,81,152,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60007
3368,244,959,92083,1168100,59492,2303,152,2233,293,42,44,06,081,602100,23,1054,121,245,293,666,2266,38061,959,59,12,19,19,25,88,6,47,11,27,29,170,129,60,128,130,38,6,0,12,0,0,0,0,20,12,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081602100,796700,92499,1893,197,75,0,0,35,17,0,8,0,06,081,602100,15,47,9,0,6,9,7,10,0,6,28,0,0,6,6,0,5,5,6,8,8,0,0,0,0,0,0,0,27382
4294,272,1363,140804,1129100,37822,2806,525,2978,725,236,0,06,081,602300,81,1445,376,148,867,496,2967,48380,1363,33,22,101,19,12,12,26,46,19,62,20,84,174,72,218,443,320,90,125,4,83,0,0,18,0,39,14,5,0,11,0,0,0,9,36,4,0,0,0,0,0,0,32,5,0,5,0,0,0,0,0,0,06081602300,795700,76717,-666666666,-222222222,228,37,25,63,45,16,20,0,06,081,602300,22,161,38,74,10,8,0,13,0,18,13,0,0,0,13,0,0,0,0,37,27,0,10,0,0,0,0,0,32220
7522,2579,2725,123240,1213600,94035,2650,261,5548,1306,409,84,06,081,602400,43,2768,819,37,1529,1196,2625,49498,2725,108,137,90,69,43,53,38,34,24,52,192,383,174,197,500,631,525,4,0,101,14,140,44,59,163,106,11,0,10,0,11,35,0,39,247,0,0,0,112,14,106,0,15,0,0,0,0,0,0,0,0,0,06081602400,888700,30684,1675,340,512,130,0,36,55,72,0,89,06,081,602400,130,230,0,13,12,61,0,46,0,98,26,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,42885
5179,669,1469,157455,1260900,83596,3501,-333333333,4294,1443,381,187,06,081,602500,128,1548,7,45,1319,150,2805,47630,1469,50,17,12,0,16,39,40,14,44,36,80,118,107,71,227,598,26,14,0,0,0,0,0,0,12,209,14,0,58,29,16,0,2,90,9,0,0,0,0,0,0,0,9,13,0,0,0,0,0,13,0,0,06081602500,939500,45450,3371,486,147,26,30,6,7,0,27,0,06,081,602500,51,76,0,18,11,11,0,0,12,24,32,10,0,0,13,0,0,0,9,20,0,0,0,0,20,0,0,0,42661
5866,1373,1982,165232,1268000,61463,3103,397,4386,1644,339,103,06,081,602700,109,2027,46,0,1266,716,3143,60741,1982,40,65,54,6,31,18,15,67,37,90,160,109,124,114,449,603,141,14,0,12,23,14,12,0,66,198,0,10,0,86,18,13,0,71,48,0,14,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,06081602700,808100,54206,2696,403,170,9,9,0,20,9,21,0,06,081,602700,102,225,16,0,12,115,21,11,0,50,70,0,15,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,48991
4828,1071,1528,165000,1123800,29688,3250,259,3461,1042,247,132,06,081,602800,27,1572,0,11,1021,507,2560,55152,1528,33,7,17,30,12,10,18,36,79,52,96,86,86,85,278,603,99,11,0,0,33,16,0,28,11,87,9,0,6,6,0,0,11,55,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,06081602800,874400,24329,2632,336,4,0,0,0,0,0,0,0,06,081,602800,4,242,69,17,13,7,24,52,0,60,68,0,0,0,0,0,52,0,16,4,0,0,0,4,0,0,0,0,43327
3814,1588,1600,139891,1224800,110028,3346,273,3064,1205,454,56,06,081,602900,90,1671,255,85,886,714,3175,70757,1600,54,0,0,34,60,0,9,26,23,83,81,207,155,83,304,481,140,7,0,0,21,25,12,18,57,65,0,0,2,0,19,0,0,44,57,0,0,0,0,10,21,0,26,0,0,0,0,0,0,0,0,0,06081602900,867200,32938,2905,218,150,24,0,13,13,13,10,0,06,081,602900,77,134,0,11,18,28,20,13,0,44,138,0,0,18,0,17,25,0,78,0,0,0,0,0,0,0,0,0,59301
4506,2419,1969,152005,1212200,71544,2827,112,3529,1169,447,144,06,081,603000,75,2040,136,113,943,1026,2834,71538,1969,25,42,0,16,8,10,57,10,94,40,128,189,177,150,314,709,111,0,0,0,0,0,51,0,60,177,0,18,45,27,0,23,0,64,28,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,06081603000,891400,47891,2218,116,142,11,8,10,21,20,11,9,06,081,603000,52,175,11,21,23,10,10,0,10,90,37,8,0,10,0,0,0,0,19,24,0,24,0,0,0,0,0,0,54574
3357,1939,1153,214250,1228800,111244,3501,-333333333,2584,684,369,57,06,081,603100,54,1194,86,42,991,162,2806,71382,1153,0,53,0,14,9,25,2,19,30,16,46,68,92,47,81,651,26,0,12,0,9,0,5,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081603100,907900,27639,2946,673,29,0,0,0,0,7,0,7,06,081,603100,15,49,0,8,0,0,0,15,15,11,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,61231
