pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19
2934,1435,1488,113299,860600,230345,2030,229,2524,1176,581,64,06,001,405301,63,1732,101,572,127,1361,2008,72212,1488,65,35,15,53,8,27,77,66,14,61,58,191,156,65,233,364,147,45,0,29,0,12,29,0,32,155,0,19,16,11,58,7,0,44,96,0,0,8,0,0,0,0,88,0,0,0,0,0,0,0,0,0,06001405301,682000,118944,1681,115,141,50,24,13,0,0,10,0,06,001,405301,44,174,0,0,0,11,10,9,33,111,96,0,0,9,10,0,24,0,53,19,19,0,0,0,0,0,0,0,59554
2560,849,1611,63906,702600,185558,1833,211,2310,886,399,14,06,001,405302,71,1693,120,583,87,1524,1855,52813,1611,139,138,75,133,0,45,89,19,34,119,216,131,63,96,119,195,480,18,40,35,16,79,48,59,185,198,13,31,8,26,8,16,9,87,80,0,25,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,06001405302,585900,307057,1167,104,53,0,0,11,0,7,22,0,06,001,405302,13,117,0,0,21,10,0,16,9,61,69,8,0,0,0,17,0,0,44,33,14,0,0,0,0,9,0,10,34858
3733,796,1615,73179,629100,73909,1829,96,2942,1033,326,27,06,001,405401,71,1849,92,920,164,1451,1813,40305,1615,32,197,50,111,18,23,33,66,81,83,139,162,76,126,192,226,477,16,37,137,43,0,45,20,179,153,5,0,60,47,22,0,0,19,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,06001405401,498800,131722,1333,73,198,9,31,37,25,75,4,12,06,001,405401,5,40,0,0,0,0,20,0,0,20,50,0,11,0,0,14,0,15,10,86,29,27,17,13,0,0,0,0,27976
3325,631,1212,52738,965900,251344,1268,214,2562,584,200,12,06,001,405402,25,1335,39,541,138,1074,1236,24675,1212,95,82,74,76,91,106,62,0,18,21,86,125,132,31,121,92,96,5,28,28,0,0,10,25,0,95,6,14,11,28,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001405402,573700,199697,1143,67,229,16,51,50,93,0,8,8,06,001,405402,3,77,0,40,8,10,0,0,0,19,0,0,0,0,0,0,0,0,0,40,0,14,26,0,0,0,0,0,26815
3574,696,1629,82740,822600,94511,1734,111,2929,751,277,59,06,001,405500,20,1743,338,634,474,1155,1834,51730,1629,52,156,31,73,80,40,39,75,13,50,147,236,167,148,114,208,146,0,0,0,28,25,25,0,68,28,0,28,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,15,13,06001405500,687900,73997,1368,120,151,0,17,35,29,24,8,16,06,001,405500,22,82,11,14,7,8,34,0,8,0,40,0,0,0,8,16,16,0,0,96,15,0,30,27,0,15,0,9,33566
3153,755,1449,86250,852400,69091,1898,164,2578,874,307,198,06,001,405600,65,1620,198,808,455,994,1886,56016,1449,113,83,29,29,0,29,19,72,119,62,101,208,140,63,145,237,188,26,0,0,0,65,38,0,59,63,12,0,10,0,10,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,06001405600,563200,71013,1323,97,131,0,18,38,9,27,0,0,06,001,405600,39,131,0,0,36,29,24,12,8,22,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35735
3553,537,1491,77372,816700,60194,1844,165,2482,560,247,45,06,001,405700,12,1616,189,459,530,961,1988,63621,1491,95,37,35,57,34,44,0,15,53,55,126,397,90,139,154,160,171,5,0,12,0,35,0,38,81,120,7,0,0,0,31,0,0,82,81,0,20,0,0,0,45,0,16,9,0,0,9,0,0,0,0,0,06001405700,484900,43460,1257,109,93,14,0,0,0,31,20,9,06,001,405700,19,97,43,4,0,8,0,12,0,30,41,0,0,0,0,13,0,0,28,62,45,17,0,0,0,0,0,0,27561
4329,493,1366,68859,745100,102346,1876,426,2994,434,283,42,06,001,405800,26,1463,170,766,594,772,2047,40750,1366,112,58,73,0,28,17,58,76,108,61,168,106,110,108,104,179,184,33,0,14,9,9,39,0,80,326,7,75,84,0,18,0,7,135,45,0,0,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,06001405800,463300,64447,1359,210,80,0,0,7,6,44,0,0,06,001,405800,23,111,35,0,0,11,31,0,0,34,58,7,0,15,0,0,9,0,27,17,9,0,0,8,0,0,0,0,21934
4206,154,1169,62543,701800,78488,1630,536,2723,287,153,35,06,001,405901,0,1246,97,509,311,858,1416,28214,1169,91,44,72,20,12,82,52,40,73,72,69,132,118,78,117,97,83,0,0,0,10,0,30,14,29,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001405901,434000,56097,1124,119,255,34,14,77,21,46,0,0,06,001,405901,63,22,0,15,7,0,0,0,0,0,27,27,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,19206
2994,377,919,70536,721000,99391,1840,324,2191,422,38,62,06,001,405902,0,1086,109,542,351,568,1668,29917,919,30,29,57,67,29,27,41,49,9,50,99,155,44,51,68,114,135,0,9,43,10,20,0,0,53,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,06001405902,533900,48398,1303,206,94,7,17,46,11,0,8,5,06,001,405902,0,16,0,0,11,5,0,0,0,0,8,8,0,0,0,0,0,0,0,20,12,0,0,8,0,0,0,0,20133
4638,820,2000,58197,700400,136632,1406,206,3604,762,324,52,06,001,406000,71,2125,72,735,306,1694,1339,34092,2000,241,168,117,43,23,36,183,38,40,155,179,157,109,77,156,278,198,18,0,23,20,47,0,0,90,26,0,0,0,0,8,0,0,18,69,0,0,18,1,35,0,0,15,0,0,0,0,0,0,0,0,0,06001406000,571400,84140,1040,156,153,14,7,16,0,34,24,8,06,001,406000,50,75,11,0,47,0,0,0,0,17,45,10,0,8,0,9,0,0,18,0,0,0,0,0,0,0,0,0,26560
5379,650,1946,67373,809200,43172,1830,231,3818,615,353,35,06,001,406100,107,2135,119,469,555,1391,1904,35334,1946,132,173,0,144,60,69,19,0,93,136,328,118,93,212,110,259,183,11,0,0,16,76,37,0,43,133,0,0,0,53,54,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001406100,565500,69931,1355,261,235,0,28,0,52,48,50,0,06,001,406100,57,88,10,0,8,14,0,22,0,34,79,13,0,0,11,18,27,10,0,0,0,0,0,0,0,0,0,0,25970
5191,293,1508,66518,763300,125437,1531,162,3315,427,126,31,06,001,406201,10,1609,77,668,244,1264,1570,27347,1508,115,32,98,69,41,98,20,63,82,11,222,310,106,85,96,60,431,96,15,100,107,19,50,17,27,38,7,0,0,15,0,0,0,16,30,0,0,0,0,0,0,0,30,53,32,0,0,0,10,0,11,0,06001406201,531500,151645,1091,76,379,94,37,1,130,79,20,18,06,001,406201,0,135,62,0,23,29,21,0,0,0,44,0,0,0,12,0,0,8,24,18,0,0,0,0,9,0,0,9,24005
4958,223,1379,51958,731100,140134,1450,203,3269,369,91,24,06,001,406202,10,1467,76,214,164,1215,1448,28814,1379,70,98,21,79,29,109,56,51,135,78,197,147,80,56,87,86,279,64,11,49,12,94,0,12,37,57,23,0,0,24,0,10,0,0,35,2,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,06001406202,538000,106779,1206,100,352,109,77,44,19,35,27,29,06,001,406202,12,97,11,0,16,21,15,15,19,0,27,0,0,27,0,0,0,0,0,8,8,0,0,0,0,0,0,0,23889
4529,303,1406,59722,690100,84928,1754,529,2992,577,103,76,06,001,406300,0,1474,227,610,558,848,2050,31066,1406,99,215,9,63,48,31,42,64,12,121,155,100,99,63,77,208,93,42,0,7,0,0,9,5,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,06001406300,453500,56442,1277,176,197,28,19,80,4,26,3,8,06,001,406300,29,205,87,37,0,0,13,9,50,9,31,0,22,0,0,9,0,0,0,23,0,0,12,11,0,0,0,0,20472
2456,677,805,67708,835300,40504,1834,114,1818,332,229,73,06,001,406400,24,859,107,439,360,445,1951,35205,805,41,36,28,23,0,22,186,5,5,0,79,76,48,42,89,125,119,56,33,0,0,11,4,0,15,88,38,0,14,0,13,5,0,18,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,06001406400,594700,60889,1330,195,125,42,26,23,7,18,0,0,06,001,406400,9,96,41,0,6,49,0,0,0,0,48,24,0,12,0,6,0,0,6,0,0,0,0,0,0,0,0,0,22282
6405,830,2006,71167,743300,62288,1786,182,4383,817,246,58,06,001,406500,60,2138,323,862,794,1212,1824,39435,2006,179,43,23,0,17,69,122,84,115,209,238,120,175,182,152,278,237,87,55,6,6,16,0,0,67,31,14,0,0,0,17,0,0,0,16,0,0,16,0,0,0,0,0,64,0,0,0,0,64,0,0,0,06001406500,468800,49458,1349,75,366,72,21,111,69,70,0,0,06,001,406500,23,187,75,0,74,25,0,0,0,13,9,0,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0,0,22752
4476,943,1854,72208,742100,79515,1902,168,3462,766,418,18,06,001,406601,8,1904,156,889,883,971,1928,39460,1854,105,15,111,113,40,0,136,69,110,116,119,247,185,80,153,255,181,29,7,75,33,0,22,0,15,27,0,19,0,0,0,8,0,0,113,71,0,16,0,0,0,0,26,61,0,0,0,0,61,0,0,0,06001406601,481200,33582,1394,126,215,26,0,16,7,28,41,11,06,001,406601,86,36,9,19,0,8,0,0,0,0,113,76,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,25833
2638,348,962,73214,859500,72632,1665,169,1756,452,153,28,06,001,406602,0,1048,79,471,285,677,1837,37027,962,6,69,31,5,26,65,48,43,15,107,71,118,73,84,104,97,80,0,7,0,6,40,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,06001406602,562900,43475,1233,149,80,11,0,25,6,12,0,0,06,001,406602,26,58,5,0,0,24,10,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,28014
5718,2486,2118,148007,1167100,60550,1898,641,4323,1398,857,153,06,001,406700,142,2325,539,1253,1333,785,2814,60677,2118,50,11,0,37,13,42,63,0,16,40,199,231,186,230,276,724,270,17,11,59,0,16,0,17,150,12,12,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001406700,834200,59975,1417,434,314,21,34,39,51,30,0,0,06,001,406700,139,154,55,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44621
3905,1072,1429,122525,934600,99142,2496,488,2909,860,488,188,06,001,406800,109,1537,141,562,970,459,2717,58665,1429,0,61,18,15,0,8,56,0,23,64,46,229,244,52,160,453,110,0,0,3,14,0,22,0,71,87,0,47,32,4,0,0,0,4,35,0,0,0,0,16,0,19,0,9,0,9,0,0,0,0,0,0,06001406800,819500,39889,1859,642,106,9,5,17,0,48,0,14,06,001,406800,13,214,23,14,18,0,67,0,11,81,42,17,0,0,0,0,16,0,9,10,0,10,0,0,0,0,0,0,49500
4535,1575,1585,150949,1068600,93866,2284,478,3084,1276,561,164,06,001,406900,57,1635,180,642,902,683,2559,70875,1585,52,29,13,0,0,32,111,37,8,40,59,142,139,110,295,518,174,9,0,0,59,0,37,13,56,33,0,10,0,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,06001406900,769200,58095,1646,168,223,23,8,41,12,3,69,9,06,001,406900,58,107,20,15,0,27,22,8,7,8,16,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54423
6315,1105,2179,81959,726300,79134,1946,216,4620,933,531,50,06,001,407000,8,2286,97,1423,1100,1079,1950,42269,2179,27,130,11,53,15,66,130,24,34,275,179,277,105,360,236,257,293,21,34,2,49,79,14,23,71,114,2,0,0,1,46,0,14,51,41,2,0,23,0,0,0,0,16,0,0,0,0,0,0,0,0,0,06001407000,534800,57130,1249,163,87,0,9,41,12,0,7,0,06,001,407000,18,66,5,13,0,0,0,48,0,0,143,7,75,0,0,0,0,0,61,40,40,0,0,0,0,0,0,0,27192
3547,292,1135,65144,752900,208808,1690,166,2569,214,178,64,06,001,407101,23,1184,114,501,449,686,1732,31176,1135,44,76,53,48,32,55,4,62,116,71,128,34,158,102,24,128,44,12,8,2,0,12,0,0,10,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001407101,448100,27318,1319,128,81,0,0,27,26,28,0,0,06,001,407101,0,13,0,0,0,0,0,0,0,13,22,0,0,0,22,0,0,0,0,21,21,0,0,0,0,0,0,0,20772
4464,324,1423,85375,685600,53509,1626,565,2879,489,207,0,06,001,407102,60,1464,85,927,826,597,1816,42027,1423,44,34,49,54,40,8,42,53,131,99,134,182,35,137,184,197,153,0,0,21,0,0,23,11,98,9,0,0,0,0,0,0,0,9,7,7,0,0,0,0,0,0,0,14,7,7,0,0,0,0,0,0,06001407102,530400,52203,1416,213,188,21,53,0,41,0,25,8,06,001,407102,40,96,11,0,11,0,0,51,13,10,6,0,6,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,31279
6483,727,1896,67008,634000,64227,1489,175,4305,499,271,10,06,001,407200,109,2019,188,1087,535,1361,1476,33973,1896,131,50,15,172,53,59,22,5,82,169,325,318,156,95,178,66,94,0,0,8,11,11,64,0,0,143,7,0,27,39,8,2,0,60,0,0,0,0,0,0,0,0,0,104,0,0,4,0,0,55,0,45,06001407200,426000,54098,1199,78,393,54,96,51,54,50,74,14,06,001,407200,0,228,25,0,29,95,27,8,44,0,20,20,0,0,0,0,0,0,0,49,12,0,4,0,0,33,0,0,22096
2401,295,674,82639,570300,58460,2237,109,1626,292,110,0,06,001,407300,0,802,55,470,267,407,2130,33911,674,25,24,0,32,41,10,21,34,50,13,43,123,108,49,75,26,87,0,5,15,16,16,11,0,24,66,15,21,10,0,0,7,0,13,10,5,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,0,06001407300,301500,76404,1783,113,161,6,0,31,49,13,27,0,06,001,407300,35,43,0,9,7,0,14,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22669
4268,259,1324,51944,623800,54964,1402,474,2929,490,82,0,06,001,407400,0,1406,272,463,344,980,1590,29099,1324,220,93,82,19,48,49,35,85,17,52,102,165,144,137,68,8,214,92,9,0,0,82,18,0,13,38,0,7,0,19,12,0,0,0,30,13,0,0,17,0,0,0,0,20,0,0,0,10,0,10,0,0,06001407400,489600,123887,1185,166,281,94,26,28,39,79,0,0,06,001,407400,15,85,7,22,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,80,66,12,1,0,1,0,0,0,20542
3687,292,1298,49643,556100,61784,1215,393,2341,477,49,50,06,001,407500,13,1439,227,407,482,816,1428,34091,1298,88,72,52,65,69,79,84,71,76,64,115,75,265,16,46,61,100,30,14,12,0,0,0,17,27,77,0,0,38,0,39,0,0,0,42,0,0,42,0,0,0,0,0,59,30,0,0,19,0,10,0,0,06001407500,411100,89055,1139,104,131,5,28,0,53,0,22,0,06,001,407500,23,129,20,10,0,39,42,18,0,0,0,0,0,0,0,0,0,0,0,38,8,0,30,0,0,0,0,0,21996
6793,1605,2177,87599,820000,148051,1979,299,4507,761,550,42,06,001,407600,139,2227,356,907,1104,1073,2267,37128,2177,72,156,49,35,55,25,32,56,50,267,188,195,170,242,252,333,280,17,0,97,0,0,0,25,141,121,0,15,0,0,0,70,0,36,32,32,0,0,0,0,0,0,0,67,12,0,0,43,12,0,0,0,06001407600,501000,73988,1632,227,168,16,45,7,0,0,16,48,06,001,407600,36,276,38,17,0,28,193,0,0,0,15,15,0,0,0,0,0,0,0,78,26,0,0,25,27,0,0,0,32348
4261,1893,1694,123107,864400,32424,2277,1141,3099,1001,552,116,06,001,407700,134,1871,252,1295,1220,474,2851,71438,1694,93,0,20,0,14,14,0,8,9,77,169,231,265,50,231,513,175,11,0,0,64,0,16,6,78,73,0,0,0,0,21,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001407700,597200,21424,2057,356,32,4,0,0,9,5,0,0,06,001,407700,14,63,10,24,0,12,0,8,0,9,62,36,0,26,0,0,0,0,0,12,0,0,0,0,0,12,0,0,42363
2710,922,751,119188,899900,41355,1703,526,1645,597,384,15,06,001,407800,47,768,139,365,567,184,2444,43265,751,24,22,0,0,42,26,52,10,50,11,45,45,62,29,103,230,323,49,63,34,6,30,14,0,127,160,126,7,4,0,0,0,15,8,8,5,0,0,3,0,0,0,0,8,8,0,0,0,0,0,0,0,06001407800,591900,25301,1303,233,247,114,10,2,8,14,42,13,06,001,407800,44,246,199,16,16,1,8,0,0,6,56,46,7,1,2,0,0,0,0,15,12,3,0,0,0,0,0,0,24375
3101,1354,1322,115500,1030500,110926,1727,505,2304,904,422,94,06,001,407900,40,1406,272,542,923,399,2386,80434,1322,48,3,0,88,5,34,33,60,9,57,118,120,145,70,106,426,91,0,0,4,0,0,0,0,87,22,0,0,0,0,10,6,0,6,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,06001407900,729500,45935,1580,626,138,38,0,25,50,0,8,7,06,001,407900,10,130,4,0,15,9,0,11,17,74,20,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,75169
2767,1625,1019,207750,1209900,68440,3501,-333333333,1942,591,480,260,06,001,408000,171,1037,30,13,877,142,3747,79485,1019,0,0,0,0,0,31,0,33,15,33,52,63,111,29,109,543,63,10,14,0,10,9,0,9,11,162,61,1,4,21,0,0,0,75,13,0,0,0,0,0,0,0,13,32,32,0,0,0,0,0,0,0,06001408000,958400,46737,3476,281,51,23,5,12,0,5,0,0,06,001,408000,6,239,78,16,16,0,0,3,5,121,60,30,0,0,13,0,0,10,7,0,0,0,0,0,0,0,0,0,69123
7552,2214,2965,182083,1115200,89133,1985,1515,5645,2120,1467,318,06,001,408100,219,3089,86,91,2651,314,3744,95991,2965,92,14,0,57,13,126,0,35,0,44,59,172,378,162,372,1441,619,28,21,0,140,50,16,29,335,170,0,0,24,0,22,18,0,106,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,06001408100,870900,48321,1989,291,252,0,8,24,0,41,26,15,06,001,408100,138,188,43,0,24,54,0,18,0,49,37,0,0,0,0,0,18,0,19,28,0,28,0,0,0,0,0,0,68086
4743,922,1893,84496,883500,40145,2068,193,3327,913,508,143,06,001,408200,133,2048,289,902,1046,847,2312,56250,1893,98,36,23,90,25,102,62,54,25,68,141,284,208,59,118,500,467,0,78,89,93,0,0,65,142,76,20,0,0,0,0,0,20,36,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,06001408200,590200,39656,1515,160,298,45,0,11,78,0,37,17,06,001,408200,110,114,49,11,22,0,0,9,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,31875
4555,987,1866,123939,817300,55410,2257,772,3628,1096,418,49,06,001,408300,81,1980,355,749,1314,552,2603,55777,1866,39,62,100,22,23,68,79,52,123,39,50,177,113,135,400,384,157,8,0,1,0,0,9,40,99,64,0,0,0,0,0,0,0,64,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,06001408300,609200,27414,1313,377,269,35,5,52,26,13,22,8,06,001,408300,108,20,0,0,4,8,0,0,0,8,20,0,0,0,20,0,0,0,0,37,0,15,0,0,22,0,0,0,33807
4098,261,1333,74801,604100,98116,2097,329,2918,400,135,0,06,001,408400,9,1356,368,464,626,707,2163,35031,1333,23,40,44,30,101,40,0,56,79,101,156,161,90,77,125,210,235,29,0,11,21,42,29,10,93,6,0,0,0,0,6,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001408400,360000,164074,1319,329,43,14,15,0,0,0,13,0,06,001,408400,1,60,0,26,0,24,0,10,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26393
5540,46,1759,87292,589300,44480,1683,204,3773,662,46,0,06,001,408500,13,1884,434,812,791,968,1769,37708,1759,128,69,71,27,29,139,57,12,75,110,124,74,319,166,193,166,110,2,0,0,37,37,0,0,34,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001408500,348600,24482,1507,186,411,120,49,20,139,35,19,0,06,001,408500,29,35,0,0,18,17,0,0,0,0,30,0,0,12,18,0,0,0,0,9,9,0,0,0,0,0,0,0,27239
6364,458,2011,76375,601900,39704,1978,303,4217,492,231,52,06,001,408600,74,2087,134,1032,978,1033,2155,37663,2011,142,51,38,46,47,182,38,61,102,135,125,247,296,247,162,92,197,57,5,5,0,54,0,43,33,317,1,0,0,20,132,0,0,164,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,06001408600,394200,35486,1380,163,521,123,55,64,73,76,54,0,06,001,408600,76,67,2,0,0,41,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25211
7411,695,2764,46786,651400,63765,1121,489,4817,592,481,0,06,001,408700,109,2897,162,1753,1167,1597,1590,32813,2764,386,14,216,20,390,142,122,57,91,124,193,338,123,107,85,356,163,36,0,0,0,0,0,57,70,170,0,0,0,0,0,0,59,111,15,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0,0,06001408700,413800,49351,1311,318,264,20,0,84,35,0,54,32,06,001,408700,39,96,0,0,18,0,0,41,0,37,17,0,0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26677
7045,323,2365,40981,552900,97173,963,602,4265,264,31,0,06,001,408800,0,2441,125,432,382,1983,1278,27921,2365,179,270,259,102,208,45,94,107,86,224,241,133,313,35,57,12,366,74,0,14,206,64,0,0,8,34,0,0,0,0,27,0,7,0,23,0,23,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,06001408800,385200,60854,824,270,78,15,35,11,9,0,0,0,06,001,408800,8,61,0,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,15,0,0,0,0,0,19429
4240,197,1166,45045,478300,23743,1285,358,2783,197,31,9,06,001,408900,0,1194,208,196,346,820,1748,24541,1166,74,89,66,51,95,100,58,49,67,44,52,86,115,97,44,79,95,0,22,15,16,0,9,0,33,61,19,0,22,0,0,20,0,0,8,0,0,8,0,0,0,0,0,19,0,19,0,0,0,0,0,0,06001408900,351500,55081,1146,117,150,36,24,9,0,8,18,30,06,001,408900,25,99,22,17,18,5,20,11,0,6,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21626
4914,194,1027,77284,548300,86268,1870,242,3056,397,102,5,06,001,409000,0,1099,537,111,514,513,1840,32590,1027,28,18,0,51,32,27,13,14,123,97,84,167,138,49,93,93,279,68,18,76,34,68,15,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001409000,330600,50095,1674,158,251,26,55,82,6,58,0,0,06,001,409000,24,50,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24375
2388,210,678,72697,517600,65295,2042,217,1676,217,19,0,06,001,409100,0,727,359,33,431,247,1906,37257,678,38,59,0,57,0,12,29,21,23,33,102,79,68,62,49,46,77,8,0,15,0,4,0,0,50,6,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,8,8,7,0,0,0,0,7,0,0,0,06001409100,360100,31921,1492,491,38,11,5,22,0,0,0,0,06,001,409100,0,19,13,0,0,6,0,0,0,0,22,0,0,0,6,0,6,0,10,0,0,0,0,0,0,0,0,0,23396
3832,77,1046,77339,590000,29557,2003,289,2484,350,47,20,06,001,409200,16,1057,462,44,605,441,2047,40714,1046,0,58,18,0,0,17,32,0,124,79,137,225,146,44,114,52,143,12,0,26,0,8,38,40,19,13,0,0,7,0,0,0,0,6,17,0,0,17,0,0,0,0,0,13,0,0,0,0,13,0,0,0,06001409200,404000,45376,1564,133,117,23,14,21,6,17,36,0,06,001,409200,0,100,0,26,18,0,17,28,11,0,13,0,0,13,0,0,0,0,0,4,0,0,0,0,4,0,0,0,27315
5577,121,1695,66288,555300,50918,1728,233,3341,266,144,0,06,001,409300,23,1803,813,305,704,991,1873,32500,1695,65,92,154,32,71,83,83,109,57,55,274,269,45,103,184,19,231,44,38,31,53,54,11,0,0,53,1,28,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,06001409300,351400,26692,1429,55,352,57,74,85,105,31,0,0,06,001,409300,0,9,0,0,0,9,0,0,0,0,8,0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,21622
5032,157,1366,86286,633800,85250,2032,495,3095,248,88,21,06,001,409400,25,1407,145,325,691,675,2036,33480,1366,8,47,10,122,66,35,49,35,75,21,36,318,207,114,125,98,63,0,0,11,35,0,0,0,17,61,0,0,0,0,0,29,32,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,06001409400,417800,57602,1503,177,194,12,31,63,13,9,26,0,06,001,409400,40,39,0,6,11,5,17,0,0,0,21,0,13,0,0,8,0,0,0,10,0,0,0,0,10,0,0,0,21823
